mouse_gene,human_gene,priority_rank,priority_reason,pmid,doi,pmcid,title,journal,year,cited_by,gene_in_title,method_in_abstract,zone_in_abstract,why_this_record,url
Ift172,IFT172,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,33683377,10.1007/s00018-021-03806-w,PMC9278483,"Thm2 interacts with paralog, Thm1, and sensitizes to Hedgehog signaling in postnatal skeletogenesis.",Cellular and molecular life sciences : CMLS,2021,9,False,,proliferative; hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s00018-021-03806-w
Prkar1a,PRKAR1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27498419,10.1016/j.mce.2016.08.004,PMC5123938,Celecoxib treatment of fibrous dysplasia (FD) in a human FD cell line and FD-like lesions in mice with protein kinase A (PKA) defects.,Molecular and cellular endocrinology,2017,8,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.mce.2016.08.004
Prkar1a,PRKAR1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25406016,10.1210/en.2014-1348,PMC4298325,Prostacyclin regulates bone growth via the Epac/Rap1 pathway.,Endocrinology,2015,8,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1210/en.2014-1348
Epha2,EPHA2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35819177,10.1152/ajpgi.00042.2022,PMC9423785,Rab11FIP1-deficient mice develop spontaneous inflammation and show increased susceptibility to colon damage.,American journal of physiology. Gastrointestinal and liver physiology,2022,8,False,immunofluorescence,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1152/ajpgi.00042.2022
Apc,APC,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35398294,10.1016/j.bone.2022.116418,PMC9133231,"Overexpression of transcription factor FoxA2 in the developing skeleton causes an enlargement of the cartilage hypertrophic zone, but it does not trigger ectopic differentiation in immature chondrocytes.",Bone,2022,8,False,,hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2022.116418
Apc,APC,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35314385,10.1016/j.bone.2022.116391,PMC9035100,"GIRK3 deletion facilitates kappa opioid signaling in chondrocytes, delays vascularization and promotes bone lengthening in mice.",Bone,2022,8,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2022.116391
Lgr4,LGR4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,40262610,10.1016/j.devcel.2025.03.014,PMC12500307,Dual states of murine Bmi1-expressing intestinal stem cells drive epithelial development utilizing non-canonical Wnt signaling.,Developmental cell,2025,8,False,lineage tracing,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.devcel.2025.03.014
Aldh2,ALDH2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,31801381,10.1089/hum.2019.268,PMC7047123,Systemic Adeno-Associated Virus-Mediated Gene Therapy Prevents the Multiorgan Disorders Associated with Aldehyde Dehydrogenase 2 Deficiency and Chronic Ethanol Ingestion.,Human gene therapy,2020,8,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1089/hum.2019.268
Sox6,SOX6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35398294,10.1016/j.bone.2022.116418,PMC9133231,"Overexpression of transcription factor FoxA2 in the developing skeleton causes an enlargement of the cartilage hypertrophic zone, but it does not trigger ectopic differentiation in immature chondrocytes.",Bone,2022,8,False,,hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2022.116418
Bmpr2,BMPR2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37558192,10.1016/j.bone.2023.116866,PMC10962865,G-protein coupled receptor 5C (GPRC5C) is required for osteoblast differentiation and responds to EZH2 inhibition and multiple osteogenic signals.,Bone,2023,7,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2023.116866
Prkar1a,PRKAR1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,29471062,10.1016/j.bone.2018.02.016,PMC5878747,Constitutive stimulatory G protein activity in limb mesenchyme impairs bone growth.,Bone,2018,7,False,,hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2018.02.016
Epha2,EPHA2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,26131125,,PMC4483909,Early molecular responses of bone to estrogen deficiency induced by ovariectomy in rats.,International journal of clinical and experimental medicine,2015,7,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/26131125/
Brd2,BRD2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37558192,10.1016/j.bone.2023.116866,PMC10962865,G-protein coupled receptor 5C (GPRC5C) is required for osteoblast differentiation and responds to EZH2 inhibition and multiple osteogenic signals.,Bone,2023,7,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2023.116866
Lgr4,LGR4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,28320829,10.1101/cshperspect.a025700,PMC5629991,Tissue Engineering Functional Gastrointestinal Regions: The Importance of Stem and Progenitor Cells.,Cold Spring Harbor perspectives in medicine,2017,7,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1101/cshperspect.a025700
Smad6,SMAD6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,33393086,10.1002/jcp.30254,PMC8131218,The transcriptional cofactor Jab1/Cops5 is crucial for BMP-mediated mouse chondrocyte differentiation by repressing p53 activity.,Journal of cellular physiology,2021,7,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/jcp.30254
Cdyl,CDYL,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,31301200,10.1002/dvdy.86,PMC8896659,CoRest1 regulates neurogenesis in a stage-dependent manner.,Developmental dynamics : an official publication of the American Association of Anatomists,2019,7,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/dvdy.86
Lrp6,LRP6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,34809786,10.1016/j.ajpath.2021.08.003,PMC8647428,Osteochondroma Pathogenesis: Mouse Models and Mechanistic Insights into Interactions with Retinoid Signaling.,The American journal of pathology,2021,7,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ajpath.2021.08.003
Gnas,GNAS,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,29471062,10.1016/j.bone.2018.02.016,PMC5878747,Constitutive stimulatory G protein activity in limb mesenchyme impairs bone growth.,Bone,2018,7,False,,hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2018.02.016
Hoxa11,HOXA11,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,29430387,10.1007/s40610-017-0075-5,PMC5802417,"Skeletal Stem Cells: Origins, Functions and Uncertainties.",Current molecular biology reports,2017,7,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s40610-017-0075-5
Bbc3,BBC3,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27157990,10.1016/j.ajpath.2016.03.008,PMC4929398,Epithelial PIK3R1 (p85) and TP53 Regulate Survivin Expression during Adaptation to Ileocecal Resection.,The American journal of pathology,2016,7,False,immunohistochemistry,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ajpath.2016.03.008
Epha2,EPHA2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32816052,10.1007/s00223-020-00747-7,PMC7606366,The EphA4 Signaling is Anti-catabolic in Synoviocytes but Pro-anabolic in Articular Chondrocytes.,Calcified tissue international,2020,6,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s00223-020-00747-7
Smad6,SMAD6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,36622051,10.1002/dvg.23509,PMC10757424,Augmentation of bone morphogenetic protein signaling in cranial neural crest cells in mice deforms skull base due to premature fusion of intersphenoidal synchondrosis.,"Genesis (New York, N.Y. : 2000)",2023,6,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/dvg.23509
Lrp6,LRP6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37582359,10.1016/j.ajhg.2023.07.011,PMC10502735,AXIN1 bi-allelic variants disrupting the C-terminal DIX domain cause craniometadiaphyseal osteosclerosis with hip dysplasia.,American journal of human genetics,2023,6,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ajhg.2023.07.011
Mib1,MIB1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,10928084,,,Helicobacter pylori-induced hyperproliferation: relevance for gastric cancer development in connection with mutagenic factors.,Anticancer research,2000,6,False,immunohistochemistry,proliferative,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/10928084/
Pax9,PAX9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,18157899,10.1002/bdrb.20136,PMC3938168,Molecular basis for skeletal variation: insights from developmental genetic studies in mice.,"Birth defects research. Part B, Developmental and reproductive toxicology",2007,6,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/bdrb.20136
Sox6,SOX6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,38433390,10.1002/jor.25823,PMC11222035,Regenerative capacity of human pluripotent stem cell-derived articular chondrocytes in vitro.,Journal of orthopaedic research : official publication of the Orthopaedic Research Society,2024,6,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/jor.25823
Hoxa11,HOXA11,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,34010606,10.1016/j.ydbio.2021.05.007,PMC8277736,Hox11 expression characterizes developing zeugopod synovial joints and is coupled to postnatal articular cartilage morphogenesis into functional zones in mice.,Developmental biology,2021,6,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ydbio.2021.05.007
Epha2,EPHA2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25755727,,PMC4348890,Genistein attenuates glucocorticoid-induced bone deleterious effects through regulation Eph/ephrin expression in aged mice.,International journal of clinical and experimental pathology,2015,5,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/25755727/
Kdm1a,KDM1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393538,10.1038/s41431-021-01026-1,PMC9063679,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: e-Posters.,European journal of human genetics : EJHG,2022,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01026-1
Dcp2,DCP2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393538,10.1038/s41431-021-01026-1,PMC9063679,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: e-Posters.,European journal of human genetics : EJHG,2022,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01026-1
Vti1a,VTI1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,39225365,10.1096/fj.202400642r,PMC11404350,SHP2 ablation mitigates osteoarthritic cartilage degeneration by promoting chondrocyte anabolism through SOX9.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2024,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1096/fj.202400642r
Traf3,TRAF3,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393538,10.1038/s41431-021-01026-1,PMC9063679,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: e-Posters.,European journal of human genetics : EJHG,2022,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01026-1
Arnt,ARNT,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32422296,10.1016/j.bone.2020.115434,PMC7387102,"Transcriptional, epigenetic and microRNA regulation of growth plate.",Bone,2020,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2020.115434
Kdm2a,KDM2A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393538,10.1038/s41431-021-01026-1,PMC9063679,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: e-Posters.,European journal of human genetics : EJHG,2022,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01026-1
Hnrnpc,HNRNPCL1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393538,10.1038/s41431-021-01026-1,PMC9063679,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: e-Posters.,European journal of human genetics : EJHG,2022,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01026-1
Setd5,SETD5,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393538,10.1038/s41431-021-01026-1,PMC9063679,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: e-Posters.,European journal of human genetics : EJHG,2022,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01026-1
Gnas,GNAS,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,39216481,10.1016/j.devcel.2024.08.006,PMC11781300,A conserved transcription factor regulatory program promotes tendon fate.,Developmental cell,2024,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.devcel.2024.08.006
Aldh2,ALDH2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,30763905,10.1016/j.alcohol.2018.08.010,PMC6733262,Summary of the 2018 Alcohol and Immunology Research Interest Group (AIRIG) meeting.,"Alcohol (Fayetteville, N.Y.)",2019,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.alcohol.2018.08.010
Sox6,SOX6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32422296,10.1016/j.bone.2020.115434,PMC7387102,"Transcriptional, epigenetic and microRNA regulation of growth plate.",Bone,2020,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2020.115434
Phf12,PHF12,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393538,10.1038/s41431-021-01026-1,PMC9063679,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: e-Posters.,European journal of human genetics : EJHG,2022,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01026-1
Ankrd11,ANKRD11,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393538,10.1038/s41431-021-01026-1,PMC9063679,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: e-Posters.,European journal of human genetics : EJHG,2022,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01026-1
Edc4,EDC4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393538,10.1038/s41431-021-01026-1,PMC9063679,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: e-Posters.,European journal of human genetics : EJHG,2022,5,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01026-1
Gsk3b,GSK3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35839586,10.1016/j.biomaterials.2022.121609,PMC10434299,Genetic and pharmacologic suppression of PPARγ enhances NELL-1-stimulated bone regeneration.,Biomaterials,2022,4,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.biomaterials.2022.121609
Bmpr2,BMPR2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24789804,10.1369/0022155414535781,PMC4174623,Immunohistochemical Localization of Bone Morphogenetic Proteins (BMPs) and their Receptors in Solitary and Multiple Human Osteochondromas.,The journal of histochemistry and cytochemistry : official journal of the Histochemistry Society,2014,4,False,immunohistochemistry,resting; proliferative; hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1369/0022155414535781
Smurf2,SMURF2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37802379,10.1016/j.bone.2023.116929,PMC10591808,Optineurin regulates osteoblast function in an age-dependent fashion in a mouse model of Paget's disease of bone.,Bone,2023,4,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2023.116929
Smad6,SMAD6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,40011185,10.1016/j.cytogfr.2025.02.001,PMC12148707,Epithelial-to-mesenchymal transition transcription factors: New strategies for mesenchymal tissue regeneration.,Cytokine & growth factor reviews,2025,4,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.cytogfr.2025.02.001
Chd8,CHD8,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,38522809,10.1016/j.bone.2024.117085,PMC11057337,Skeletal abnormalities in mice with Dnmt3a missense mutations.,Bone,2024,4,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2024.117085
Sox6,SOX6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,40011185,10.1016/j.cytogfr.2025.02.001,PMC12148707,Epithelial-to-mesenchymal transition transcription factors: New strategies for mesenchymal tissue regeneration.,Cytokine & growth factor reviews,2025,4,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.cytogfr.2025.02.001
Hoxa11,HOXA11,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37272420,10.1242/dev.201335,PMC10323242,Molecular mechanism of synovial joint site specification and induction in developing vertebrate limbs.,"Development (Cambridge, England)",2023,4,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1242/dev.201335
Bbc3,BBC3,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,40011185,10.1016/j.cytogfr.2025.02.001,PMC12148707,Epithelial-to-mesenchymal transition transcription factors: New strategies for mesenchymal tissue regeneration.,Cytokine & growth factor reviews,2025,4,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.cytogfr.2025.02.001
Eed,EED,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,38522809,10.1016/j.bone.2024.117085,PMC11057337,Skeletal abnormalities in mice with Dnmt3a missense mutations.,Bone,2024,4,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2024.117085
Ptbp1,PTBP1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,34921638,10.1007/s00018-021-04063-7,PMC11071749,Evolving features of human cortical development and the emerging roles of non-coding RNAs in neural progenitor cell diversity and function.,Cellular and molecular life sciences : CMLS,2021,4,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s00018-021-04063-7
Bmpr2,BMPR2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37562579,10.1016/j.mce.2023.112041,PMC10795011,"Gestational exposure to FireMaster® 550 (FM 550) disrupts the placenta-brain axis in a socially monogamous rodent species, the prairie vole (Microtus ochrogaster).",Molecular and cellular endocrinology,2023,3,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.mce.2023.112041
Brd2,BRD2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393537,10.1038/s41431-021-01025-2,PMC9063674,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: Oral Presentations.,European journal of human genetics : EJHG,2022,3,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01025-2
Smad6,SMAD6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37562579,10.1016/j.mce.2023.112041,PMC10795011,"Gestational exposure to FireMaster® 550 (FM 550) disrupts the placenta-brain axis in a socially monogamous rodent species, the prairie vole (Microtus ochrogaster).",Molecular and cellular endocrinology,2023,3,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.mce.2023.112041
Chd8,CHD8,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393537,10.1038/s41431-021-01025-2,PMC9063674,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: Oral Presentations.,European journal of human genetics : EJHG,2022,3,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01025-2
Atp2b1,ATP2B1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393537,10.1038/s41431-021-01025-2,PMC9063674,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: Oral Presentations.,European journal of human genetics : EJHG,2022,3,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01025-2
Suv39h1,SUV39H1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,38458774,10.1124/molpharm.124.000871,PMC11026153,A Conversation with ChatGPT on Contentious Issues in Senescence and Cancer Research.,Molecular pharmacology,2024,3,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1124/molpharm.124.000871
Ankrd11,ANKRD11,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393537,10.1038/s41431-021-01025-2,PMC9063674,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: Oral Presentations.,European journal of human genetics : EJHG,2022,3,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01025-2
Eed,EED,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,35393537,10.1038/s41431-021-01025-2,PMC9063674,Abstracts from the 54<sup>th</sup> European Society of Human Genetics (ESHG) Conference: Oral Presentations.,European journal of human genetics : EJHG,2022,3,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41431-021-01025-2
Bmpr2,BMPR2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,38836497,10.1093/jbmr/zjae086,PMC11337578,The role of GDF5 in regulating enthesopathy development in the Hyp mouse model of XLH.,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2024,2,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1093/jbmr/zjae086
Apc,APC,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37534349,10.1007/s12663-022-01721-6,PMC10390456,Temporomandibular Joint Fibrocartilage Contains CD105 Positive Mouse Mesenchymal Stem/Progenitor Cells with Increased Chondrogenic Potential.,Journal of maxillofacial and oral surgery,2023,2,False,immunohistochemistry; immunofluorescence,proliferative,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s12663-022-01721-6
Vti1a,VTI1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37534349,10.1007/s12663-022-01721-6,PMC10390456,Temporomandibular Joint Fibrocartilage Contains CD105 Positive Mouse Mesenchymal Stem/Progenitor Cells with Increased Chondrogenic Potential.,Journal of maxillofacial and oral surgery,2023,2,False,immunohistochemistry; immunofluorescence,proliferative,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s12663-022-01721-6
Mib1,MIB1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,30348703,10.21873/invivo.11401,PMC6365757,Preliminary Report: Multiple Clusters of Proliferating Cells in Non-dysplastic Corrupted Colonic Crypts Underneath Conventional Adenomas.,"In vivo (Athens, Greece)",2018,2,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.21873/invivo.11401
Sox6,SOX6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37534349,10.1007/s12663-022-01721-6,PMC10390456,Temporomandibular Joint Fibrocartilage Contains CD105 Positive Mouse Mesenchymal Stem/Progenitor Cells with Increased Chondrogenic Potential.,Journal of maxillofacial and oral surgery,2023,2,False,immunohistochemistry; immunofluorescence,proliferative,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s12663-022-01721-6
Hoxa11,HOXA11,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37156345,10.1016/j.bone.2023.116777,PMC10860167,"Genetic models for lineage tracing in musculoskeletal development, injury, and healing.",Bone,2023,2,False,lineage tracing,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2023.116777
Apc,APC,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,39387980,10.1007/s10689-024-00423-x,PMC11723700,MSH6-proficient crypt foci in MSH6 constitutional mismatch repair deficiency: reversion of a frameshifted coding microsatellite to its wild-type sequence.,Familial cancer,2024,1,False,immunohistochemistry,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s10689-024-00423-x
Brd2,BRD2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC6876493,Abstracts from the 52nd European Society of Human Genetics (ESHG) Conference: Posters,European journal of human genetics : EJHG,2019,1,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Lgr4,LGR4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,38404731,10.5582/irdr.2023.01108,PMC10883848,Role of IFITM2 in osteogenic differentiation of C3H10T1/2 mesenchymal stem cells.,Intractable & rare diseases research,2024,1,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.5582/irdr.2023.01108
Chd8,CHD8,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC6876491,Abstracts from the 52nd European Society of Human Genetics (ESHG) Conference: Oral Presentations,European journal of human genetics : EJHG,2019,1,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Lrp6,LRP6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,41262566,10.1021/acsptsci.5c00296,PMC12624489,Evaluation of the Activity of Monensin and Its Analogs for Modulation of Stem-like Cell Functionality in 2D and 3D Breast Cancer Models.,ACS pharmacology & translational science,2025,1,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1021/acsptsci.5c00296
Bptf,BPTF,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC6876493,Abstracts from the 52nd European Society of Human Genetics (ESHG) Conference: Posters,European journal of human genetics : EJHG,2019,1,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Gnas,GNAS,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,41118449,10.1126/scisignal.adw7107,PMC13211851,Injury-induced niche factors Cxcl12 and Shh/Ihh coordinate suture stem cell activation during calvarial bone regeneration.,Science signaling,2025,1,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1126/scisignal.adw7107
Gnas,GNAS,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,36042034,10.1007/s00256-022-04167-6,,Fibrocartilaginous mesenchymoma of pelvis-a potential diagnostic pitfall.,Skeletal radiology,2023,1,False,immunofluorescence,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s00256-022-04167-6
Glud1,GLUD2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC6876493,Abstracts from the 52nd European Society of Human Genetics (ESHG) Conference: Posters,European journal of human genetics : EJHG,2019,1,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Ankrd11,ANKRD11,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC6876493,Abstracts from the 52nd European Society of Human Genetics (ESHG) Conference: Posters,European journal of human genetics : EJHG,2019,1,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Nedd4,NEDD4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11627200,Abstracts from the 57th European Society of Human Genetics (ESHG) Conference: Hybrid Posters,European journal of human genetics : EJHG,2024,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Apc,APC,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,42054994,10.1016/j.cell.2026.04.009,PMC13235847,Unbiased niche labeling maps immune-excluded niche in bone metastasis.,Cell,2026,0,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.cell.2026.04.009
Apc,APC,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,40713978,10.1016/j.ajpath.2025.07.006,PMC12597460,miR-204-5p Mitigates Disc Degeneration via SKI-Mediated Modulation of Apoptotic Signaling and Matrix Remodeling in Nucleus Pulposus.,The American journal of pathology,2025,0,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ajpath.2025.07.006
